"Dublin Elementary","schools","41100","94568","2820","173478","935","7997 Vomac Rd","","Dublin Unified School District"
"Classic Cosmetics Inc.","businesses","152179","91311","2820","173479","100","9530 Desoto Avenue","",""
"The Whole Child Mental Health & Housing Services","nonprofits","151964","90603","2820","173480","150","10155 Colima Rd","","The Whole Child"
"Adventist Health","healthcare","133860","93230","2820","173481","20","1025 North Douty","Suite #110",""
"RAI Indiana Court","healthcare","118386","92373","2820","173482","40","1449 Redlands Blvd","","Fresenius Medical Care"
"Adventist Health Wasco Clinic","healthcare","133868","93280","2820","173483","5","1040 7th St.","",""
"Vista Grande Elementary School","schools","12566","94526","2820","173484","635","667 Diablo Road","","San Ramon Valley Unified School District"
"Maclay Healthcare Center","healthcare","166828","91342","2820","173485","157","12831 Maclay St","",""
"Adventist Health Reedley","healthcare","133675","93630","2820","173486","13","1000 S Madera Avenue","",""
"City of Upland","local","150137","91784","2820","173487","1200","460 N. Euclid Avenue","",""
"Granger Junior High School","schools","96876","91950","2820","173488","930","2101 Granger Ave.","","Sweetwater Union High School District"
"LFJCC","faithbased","140801","92037","2820","173489","150","4126 Executive Drive","","Lawrence Family Jewish Community Center"
"RAI PALM DESERT","healthcare","173490","92260","2820","173490","25","41501 CORPORATE WAY","","FRESENIUS MEDICAL CARE"
"Jem Hospice Corporation","healthcare","173491","92408","2820","173491","2","275 W. Hospitality Lane Ste 314","",""
"","individuals","173492","91764","2820","173492","8","","",""
"GoDaddy LLC","businesses","173493","95054","2820","173493","15","","",""
"Holy Name of Mary School","schools","6084","91773","2820","173494","400","124 S. San Dimas Canyon Road","",""
"Reverend Hospice Inc.","healthcare","173495","92408","2820","173495","2","275 W. Hospitality Lane Suite 302E","",""
"Golden Gate National Parks Conservancy - Crissy Field Center","nonprofits","173496","94129","2820","173496","15","1199 East Beach","","Golden Gate National Parks Conservancy"
"Los Angeles Designers","nonprofits","173497","91604","2820","173497","50","P.O. Box 1883","","Los Angeles Designers"
"Colorado River Medical Center","healthcare","5772","92363","2820","173498","85","1401 Bailey Ave","","Colorado River Medical Center"
"Summerville Union High School","schools","135701","95379","2820","173499","640","17555 Tuolumne Road","","Summerville Union High School District"
"Town of Los Gatos","local","173500","95030","2820","173500","45","41 Miles Avenue","","Town of Los Gatos"
"","individuals","173501","95519","2820","173501","1","","",""
"USP Bottling, Inc. and U.S. Plastic, Inc.","businesses","164429","92507","2820","173502","50","1561 Eastridge Ave","Suite 102",""
"","individuals","156123","94502","2820","173503","2","","",""
"Huntington Ambulatory Surgery Center","healthcare","138118","91105","2820","173504","42","625 S. Fair Oaks ave.","# 380","Huntington Ambulatory Surgery Center"
"Adventist Health","healthcare","162150","93230","2820","173505","7","1025 North Douty","",""
"Santa Barbara City College","colleges","82609","93109","2820","173506","6000","721 Cliff Drive","","Santa Barbara Community College District"
"Arroyo Seco Junior High","schools","97432","91354","2820","173507","1300","27171 Vista Delgado Dr.","","William S. Hart Union High School District"
"Keck Hospital of USC and USC Norris Cancer Hospital","healthcare","44056","90033","2820","173508","1000","1500 San Pablo","Office of Safety,Emergency Management & Business Continuity","University of Southern California"
"Berkeley Unified School District","schools","173509","94702","2820","173509","10000","","","Berkeley Unified School District"
"OnQuest","businesses","118110","91773","2820","173510","40","180 E Arrow Highway","","OnQuest"
"James Monroe Elementary School","schools","137886","95206","2820","173511","557","2236 E Eleventh Street","","Stockton Unified School District"
"North Monterey County Unified School District","schools","43761","95039","2820","173512","5050","8142 Moss Landing Road","","North Monterey County Unified School District"
"Los Angeles County","state","96995","90007","2820","173513","1037","1933 S. Broadway Street","","County of Los Angeles"
"","individuals","125618","95525","2820","173515","2","","",""
"","individuals","160650","95833","2820","173516","5","","",""
"Western Costume Company","businesses","173517","91605","2820","173517","70","11041 Vanowen St","",""
"","individuals","173518","91364","2820","173518","2","","",""
"AppleOne Employment Services","businesses","173519","91204","2820","173519","13","327 W Broadway","",""
"","individuals","173520","95624","2820","173520","3","","",""
"Fresenius Medical Care","healthcare","165096","92223","2820","173521","15","1536 E. sixth street","","Veizer"
"Olive Crest Academy","schools","155172","92843","2820","173522","270","13082 Bowen St.","",""
"Westside Family Health Center","healthcare","163615","90230","2820","173523","60","","",""
"Charles R. Drew University of Medicine and Science","colleges","173524","90059","2820","173524","450","1731 East","118 Street","Charles R. Drew University of Medicine and Science"
"Fresenius","healthcare","173525","92555","2820","173525","15","27420 Iris Ave.","","Fresenius"
"ARC School of Hope","nonprofits","41793","92410","2820","173526","50","796 E. Sixth St.","",""
"Disaster Management Area G","preparedness","73101","90503","2820","173527","1","3868 Carson Street, #106","",""
"","individuals","173528","95814","2820","173528","5","","",""
"Developmental Client Care Industries","disability","119924","92553","2820","173529","90","11751 Davis St","","Developmental Client Care Industries"
"Adventist Health","nonprofits","173530","93212","2820","173530","5","1212 Hanna Ave.","",""
"Mountain Communities Boys & Girls Club","youth","173531","92352","2820","173531","22","1300 Golden Rule","",""
"THE AEROSPACE CORPORATION","nonprofits","152055","90245","2820","173532","4000","2310 E. EL SEGUNDO BLVD","EL SEGUNDO CA 90245",""
"Little Owl School","childcare","173533","90807","2820","173533","93","3426 Linden Ave.","",""
"ENC Nature Preschool","childcare","173534","92663","2820","173534","122","745 Dover Drive","",""
"Patterson Joint Unified School District","schools","44138","95363","2820","173535","6900","510 Keystone Blvd","","Patterson Joint Unified School District"
"","individuals","173536","91403","2820","173536","2","","",""
"","individuals","48022","90274","2820","173537","1","","",""
"Solano Avenue Elementary","schools","173538","90012","2820","173538","219","615 solano avenue","","Los Angeles Unified School District"
"DCFS Compton-Carson Office","local","173539","90745","2820","173539","250","1 Civic Plaza Drive","",""
"Early Care and Education- University Village","childcare","119584","90034","2820","173540","81","3233 S. Sepulveda Blvd.","","University of California, Los Angeles"
"Providence Little Co of Mary Home Heatlh","healthcare","173541","90503","2820","173541","87","5315 Torrance Blvd, Suite B-169","","Providence St Joseph Health"
"Children and Family Services","local","151819","90036","2820","173542","30","5757 Wilshire Blvd., Ste 200","",""
"Adobe Home Health","healthcare","173543","93908","2820","173543","5","19045 Portola dr","suite e",""
"JCS Manzanita","schools","137727","91942","2820","173544","160","5300 Jackson Drive","","San Diego County Office of Education"
"Benicia Unified School District","schools","64967","94510","2820","173545","4886","350 East K St","","Benicia Unified School District"
"Vibra Rehabilitation Hospitl","healthcare","173546","92270","2820","173546","20","70-077 Ramon Rd","",""
"Fresno Metro Dialysis Clinic","healthcare","173547","93722","2820","173547","10","4679 W. Spruce Ave. Suite #101","","DaVita, Inc."
"Northrop Grumman","businesses","89799","94088","2820","173548","400","401 E. Hendy Ave","","Northrop Grumman Corporation"
"Endoscopy Center of Inland Empire","healthcare","173549","92562","2820","173549","14","40404 California Oaks Road","",""
"Cambrian School District","schools","95853","95124","2820","173550","3358","4115 Jacksol Dr.","","Cambrian School District"
"DaVita Sanger Sequoia Dialysis","healthcare","28295","93657","2820","173551","10","2517 Jensen Ave, Bldg B","","DaVita Healthcare"
"Davita Jensen Avenue Dialysis","healthcare","173552","93706","2820","173552","5","4314 E. Jensen Ave","","Davita"
"COUNTY OF LOS ANGELES","local","148555","90745","2820","173553","450","1 CIVIC PLAZA DRIVE","","County of Los Angeles"
"Madera County","local","158568","93637","2820","173554","1400","200 W. 4th Street","","County of Madera"
"Disaster Management Area C","local","112400","90278","2820","173555","11","PO Box 1030","",""
"Fresenius Kidney Care Brawley","healthcare","107234","92227","2820","173556","15","751 W Legion Rd Ste 100","",""
"St. Andrew's by-the-Sea Preschool","childcare","135779","92109","2820","173557","60","1050 Thomas Ave","",""
"USCIS Santa Ana Field Office","federal","173558","92705","2820","173558","110","","",""
"Davita Almond Wood","healthcare","42610","93637","2820","173559","15","","","Davita"
"Burney Jr. Sr. High School","schools","74897","96013","2820","173560","275","37175 Mt. View Road","","Fall River Joint Unified School District"
"Urban Discovery Schools","schools","173561","92101","2820","173561","656","1400 Park Blvd","","Urban Discovery Schools"
"","individuals","173562","92620","2820","173562","4","","",""
"","individuals","173563","92508","2820","173563","2","","",""
"California Department of Social Services","state","73932","95814","2820","173564","1000","744 P Street","",""
"Valmont George Industries","businesses","88848","90063","2820","173565","50","4116 Whiteside St","","Valmont Industries"
"Desert Oasis Healthcare Home Health Services","healthcare","136021","92262","2820","173566","30","255 N El Cielo Rd Ste C-308","",""
"Department of Children and Family Services","state","173567","93535","2820","173567","60","300 E Ave K6","",""
"Parker Brown Inc.","businesses","4717","91303","2820","173568","15","21116 Vanowen Street","",""
"Fresenius Medical Care Riverside,CA","healthcare","118402","92503","2820","173569","42","3470 La Sierra Ave.St.E","","Fresenius Medical Care"
"Senior Coastsiders","nonprofits","152351","94019","2820","173570","150","925 Main Street","","Senior Coastsiders"
"Town of Truckee","local","173571","96161","2820","173571","80","10183 Truckee Airport Rd","",""
"Bridge Hospice San Diego","healthcare","120587","92122","2820","173572","76","5090 Shoreham Place","suite 209","Bridge Home Health and Hospice"
"City of Vernon","local","18681","90058","2820","173573","100","4305 Santa Fe Ave","","City of Vernon"
"","individuals","173574","95008","2820","173574","2","","",""
"Abraham Lincoln Senior High School","schools","173575","90031","2820","173575","1190","3311 N Broadway Ave","","Los Angeles Unified School District"
"Emergency Medical Services Authority","state","173576","95828","2820","173576","50","8670 YOUNGER CREEK DRIVE #100","","California Emergency Medical Services Authority"
"Good Samaritan Hospital","healthcare","68012","93313","2820","173577","250","901 Olive Drive","",""
"Myra Linn Elementary","schools","113839","92505","2820","173578","528","10435 Branigan Way","","Alvord Unified School District"
"Bridge Hospice Orange","healthcare","164706","92705","2820","173579","46","400 N Tustin Ave Suite 265","",""
"Amethod Public Schools","schools","67068","94804","2820","173580","845","1450 Marina Way","","Amethod Public Schools"
"East Bakersfield High School","schools","173581","93306","2820","173581","2650","2200 Quincy St.","","Kern High School District"
"Rio Calaveras Elementary","schools","32174","95210","2820","173582","881","1819 E Bianchi Rd","","Stockton Unified School District"
"Ephesian Children's Center, Berkley, California","childcare","173583","94703","2820","173583","27","1907 Harmon Street","PO Box 3215, Berkeley, CA 94703","Early Education State Funded Center-Preschool/School Age"
"San Francisco Towers","seniors","53745","94109","2820","173585","100","1661 Pine St","","Front Porch"
"","individuals","152330","90049","2820","173586","","","",""
"","individuals","173587","90221","2820","173587","1","","",""
"Tresanti Surgical Center","healthcare","122707","94583","2820","173588","11","5201 Norris Canyon Roadm Suite 100","","United Surgical Partners International"
"Happy Minds Preschool","childcare","173589","92551","2820","173589","6","15095 Wintergreen Street","",""
"Los Angeles City Planning","local","173590","90012","2820","173590","1","221 N Figueroa Street","Suite 1450",""
"New Horizon School Los Angeles","schools","115014","90020","2820","173591","81","","",""
"UCI Health","healthcare","82623","92868","2820","173592","3000","101 The City Drive South","","University of California, Irvine"
"","individuals","173593","91105","2820","173593","2","","",""
"Wilders Preparatory Academy Charter School","schools","173594","90302","2820","173594","676","830 N. LA Brea Ave","","Inglewood"
"City of Hesperia","local","118476","92345","2820","173595","180","9700 Seventh Avenue","","City of Hesperia"
"Amethod Public Schools","schools","67068","94804","2820","173596","2450","1450 Marina Way South","","Amethod Public Schools"
"Marine Corps Logistics Base Barstow","federal","173597","92311","2820","173597","50","","",""
"Timber Point Elementary","schools","173598","94505","2820","173598","430","40 Newbury Lane","","Byron Union School District"
"South Monterey County CERT - Wednesday Training Net","radiogroups","55997","93932","2820","173599","20","PO Box 237","",""
"Neil Cummins Elementary","schools","82364","94925","2820","173600","575","58 Mohawk Avenue","","Corte Madera-Larkspur School District"
"Aveanna Healthcare","healthcare","83926","90502","2820","173601","10","19191 S. Vermont Avenue, Suite 160","","Aveanna Healthcare"
"By Grace Montessori Academy","childcare","173602","90601","2820","173602","6","6316 Hoover Ave","A",""
"Ridgecrest Regional Hospital","healthcare","6645","93555","2820","173603","900","1081 N. China Lake Blvd.","","Ridgecrest Regional Hospital"
"","individuals","163659","94965","2820","173604","1","","",""
"Changing Tides Family Services","nonprofits","41997","95521","2820","173605","65","","",""
"City of Los Angeles","local","166174","90012","2820","173606","1","221 N Figueroa st","","City of Los Angeles"
"Pico Canyon Elementary","schools","164176","91381","2820","173607","880","25255 Pico Canyon Rd.","","Newhall School District"
"","individuals","31171","92882","2820","173608","3","","",""
"Riverside County Law Library","museums","150189","92501","2820","173609","10","","",""
"","individuals","173610","90033","2820","173610","20","","",""
"City of Riverside","local","152369","92504","2820","173612","1200","3085 St Lawrence St","","City of Riverside"
"Castaic Elementary School","schools","173613","91384","2820","173613","450","30455 Park Vista Drive","","Castaic Union School District"
"Courtyard Marriott Vallejo Napa Valley","lodging","173614","94589","2820","173614","15","1000 Fairgrounds Dr","","Kamla Hotels"
"BIT Group USA","businesses","173615","92618","2820","173615","99","6 Thomas","",""
"Worthington Elementary School","schools","9982","90303","2820","173616","450","11101 S. Yukon Ave.","","Inglewood Unified School District"
"Merryhill Elementary School","schools","173617","95133","2820","173617","197","750 N Capitol Ave","Bldg. D","Spring Education"
"Claris health","healthcare","173618","90064","2820","173618","8","11500 W. Olympic Blvd.  Ste. 570","",""
"Covina-Valley Unified School District","schools","3147","91723","2820","173619","12900","519 E. Badillo Street","","Covina-Valley Unified School District"
"ABC Little School","childcare","108877","91606","2820","173620","100","","",""
"Unites States Army Corps of Engineers -Sacramento District","federal","162822","95814","2820","173621","150","1325 J Street","",""
"Lathrop Intermediate School","schools","8984","92707","2820","173622","800","1111 South Broadway Street","","Santa Ana Unified School District"
"Center for Inherited Blood Disorders","healthcare","151545","92705","2820","173623","40","2670 N. Main St., 150","","Center For Inherited Blood Disorders"
"La Selva Beach Community Emergency Response Team","preparedness","160788","95076","2820","173624","8","","","Community Emergency Response Team"
"City of Beverly Hills","local","1506","90210","2820","173625","600","455 North Rexford Drive","","City of Beverly Hills"
"California Montessori Project - Orangevale","schools","173626","95662","2820","173626","315","California Montessori Project - Orangevale","6545 Beech Avenue",""
"HDR","businesses","173627","92108","2820","173627","500","","",""
"El Cerrito High School","schools","109833","94530-3221","2820","173628","1680","540 Ashbury Ave","","West Contra Costa Unified School District"
"California Creative Learning Academy","schools","173629","90065","2820","173629","730","2709 Media Center Drive","",""
"Abode Services - Hayward Office","nonprofits","139382","94541","2820","173630","50","1065 A Street","",""
"State Controller's Office","state","173631","95816","2820","173631","1","3301 C Street, # 740","","State Controller's Office"
"Cedargrove Elementary School","schools","4840","91724","2820","173632","636","1209 N Glendora Ave","","Charter Oak Unified School District"
"Swiss Re","businesses","151351","90017","2820","173633","20","777 S. Figueroa Street","Suite #3700",""
"Castille Elementary School","schools","27340","92691","2820","173634","670","24042 Via La Coruna","","Capistrano Unified School District"
"University of California, Agriculture and Natural Resources","colleges","54060","95618","2820","173635","160","2801 Second Street","","University of California"
"California Behavioral Health","healthcare","173636","92234","2820","173636","30","37066 Bankside Dr","",""
"Sutter Santa Rosa Surgery and Endoscopy Center","healthcare","160816","95403","2820","173637","100","34 Mark West Springs Rd","",""
"","individuals","114026","91722","2820","173638","3","","",""
"Quality Home Health Agency","healthcare","132573","91761","2820","173639","120","4375 E. LOWELL STREET, SUITE i","",""
"Visitacion Valley Elementary School","schools","148895","94134-2798","2820","173640","340","55 SCHWERIN STREET","","San Francisco Unified School District"
"ontario advance surgery center","healthcare","172907","91762","2820","173641","30","1211 west 6th street","",""
"Las Animas Elementary","schools","47802","95020","2820","173642","780","5550 Cimino St.","","Gilroy Unified School District"
"City of Torrance","local","173643","90503","2820","173643","1500","3031 Torrance Blvd","","City of Torrance"
"","individuals","173644","92324","2820","173644","5","","",""
"","individuals","173645","91755","2820","173645","6","","",""
"Landsberg ORORA","businesses","97446","93010","2820","173646","8","701 W Ventura Blvd","",""
"Department of Children and Family Services Wateridge Regional Office","local","162343","90056","2820","173647","200","5110 West Goldleaf Circle","",""
"DCFS - Resources Family Recruitment & Approval Division","local","149524","90007","2820","173648","81","2615 S. Grand Avenue","Ste. 500",""
"","individuals","173649","90302","2820","173649","4","","",""
"The Fairplex","nonprofits","136289","91768","2820","173650","11750","1101 W McKinley Ave","",""
"York Alternative Education Center (Virtual Learning Academy for Dublin USD)","schools","173651","94568","2820","173651","25","","","Dublin Unified School District"
"Santa Clara County Office of Education","schools","173652","95060","2820","173652","560","400 Encinal Street","","Santa Clara County Office of Education"
"TIWRP","local","173653","90731","2820","173653","50","455 Ferry Street","","TIWRP"
"U.S. Forest Service","federal","32615","92408","2820","173654","300","602 South Tippecanoe","","United States Department of Agriculture"
"Eisenhower Medical Center","healthcare","173655","92270","2820","173655","7","39000 Bob Hope Drive","","Eisenhower Health"
"Pechanga Band of Luiseno Indians","tribes","173656","92592","2820","173656","350","48240 Pechanga Rd","","Pechanga Band of Luiseno Indians"
"Black Diamond High School","schools","87952","94565","2820","173657","205","1131 stoneman ave","","Pittsburg Unified School District"
"GSA, Ventura County","local","173658","93003","2820","173658","20","","",""
"","individuals","173659","91364","2820","173659","4","","",""
"","individuals","173660","91307","2820","173660","3","","",""
"Morningside of Fullerton","seniors","84961","92835","2820","173661","100","800 east bastanchury road","","Park Vista @ Morningside"
"Nierman Preschool","childcare","19087","92037","2820","173662","240","4126 Executive Drive","",""
"Park Vista","seniors","84965","92835","2820","173663","125","2525 Brea Blvd","","Morningside of Fullerton"
"Charles R. Drew University of Medicine and Science","colleges","72874","90059","2820","173664","1450","1731 E. 120th Street","","Charles R. Drew University of Medicine and Science"
"","individuals","72638","92019","2820","173665","1","","",""
"Pomona Catholic School","schools","62013","91768","2820","173666","220","533 W. Holt Avenue","","Archdiocese of Los Angeles"
"","individuals","1384","92780","2820","173667","2","","",""
"Berkeley High School","schools","48732","94704","2820","173668","3300","","","Berkeley Unified School District"
"Select Physical Therapy (formerly Hunt PT)","businesses","138013","91202","2820","173669","20","1111 N Brand Blvd","Suite J & K","Select Medical"
"Chester Elementary School","schools","27176","96020","2820","173670","195","158 Aspen Street","","Plumas Unified School District"
"El Monte Convalescent Hospital","healthcare","109561","91731","2820","173671","65","4096 EASY STREET","",""
"Select Physical Therapy","healthcare","173672","92127","2820","173672","4","16935 West Bernardo Dr Suite 180","",""
"St. Anne's Family Services","nonprofits","173673","90026","2820","173673","400","155 N. Occidental Blvd","","St. Anne's"
"Brookfield Properties","businesses","136304","90013","2820","173674","500","","","Brookfield"
"Select Medical","healthcare","173675","91942","2820","173675","5","","",""
"","individuals","173676","94110","2820","173676","3","","",""
"AC Pleasanton Hotel","lodging","138737","94588","2820","173677","20","5990 Stoneridge Mall rd","","Hersha Hospitality Management"
"Cabrillo College","colleges","137425","95003","2820","173678","10700","6500 Soquel Drive","","Cabrillo Community College District"
"Metropolitan Education District","schools","86574","95136","2820","173679","1400","760 Hillsdale Ave","","Metropolitan Education District"
"West Oakland Health","healthcare","129488","94607","2820","173680","150","700 Adeline Street","",""
"Strathmore Elementary","schools","173681","93257","2820","173681","395","23024 Ave. 198","","Strathmore Elementary School District"
"","individuals","173682","92637","2820","173682","2","","",""
"SAITEX USA LLC","businesses","173683","90058","2820","173683","200","6074 MALBURG WAY","",""
"Genesis Health Care","healthcare","150016","92544","2820","173684","75","1350 E devonshire ave","","Genesis Health Care"
"Northeast Valley Health","healthcare","173685","91303","2820","173685","40","7107 REMMET AVE","","Northeast Valley Health"
"McKinleyville CERT","preparedness","173686","95519","2820","173686","10","","",""
"Two Rock Union Elementary School District","schools","173687","94952","2820","173687","150","5001 Spring Hill Rd","","Two Rock Union Elementary School District"
"Children's Hospital Los Angeles","healthcare","173688","90027","2820","173688","100","4650 Sunset Blvd MS #108","",""
"Courtyard Marriott LA Westside","lodging","127326","90230","2820","173689","10","6333 Bristol Parkway","",""
"Rancho Palos Verdes Neighborhood Watch","neighborhoods","5198","90275","2820","173690","10000","15 Diamonte Lane","","Rancho Palos Verdes Neighborhood Watch"
"The Gardens on El Paseo","businesses","173691","92260","2820","173691","10","73545 El Paseo","Suite 2500","Taubman"
"Friends In Deed","nonprofits","173692","91104","2820","173692","30","444 E Washington Blvd","",""
"South Ranchito Dual Language Academy","schools","113465","90660","2820","173693","463","5241 Passons Blvd","","El Rancho Unified School District"
"Walden center and school","schools","173694","94703","2820","173694","88","2446 McKinley Ave","",""
"","individuals","173695","95814","2820","173695","2","","",""
"San Diego Youth Symphony","nonprofits","167192","92101","2820","173696","10","1650 El Prado #207A","","San Diego Youth Symphony"
"","individuals","173697","94612","2820","173697","1","","",""
"Community Association for Preschool Education- Headstart","childcare","38518","94551","2820","173698","380","2406 Armstrong street","",""
"Wellington Foods, Inc.","businesses","165369","92881","2820","173699","150","","",""
"","individuals","173700","95628","2820","173700","1","","",""
"SCRS-IL","disability","123849","90242","2820","173701","15","7830 Quill Drive Suite N","",""
"Maxim Healthcare Services","healthcare","173702","95661","2820","173702","12","","","Maxim Healthcare Services"
"Cardinal Health","businesses","173703","91761","2820","173703","600","4551 Philadelphia Ave","","Cardinal Health"
"Cardinal Health","businesses","173704","91761","2820","173704","200","3980 E. Earlstone Street","","Cardinal Health"
"","individuals","173705","90277","2820","173705","1","","",""
"Cardinal Health","businesses","173706","92507","2820","173706","120","6275 Lance Drive","","Cardinal Health"
"coalinga davita Dialysis","healthcare","58837","93210","2820","173707","45","1147 Phelps  ave","","DaVita Healthcare"
"Sequoia Davita","healthcare","173708","93230","2820","173708","60","440 North 11th ave","","DaVita Healthcare"
"Francis Scott Key Elementary School","schools","173709","94122","2820","173709","610","1530 43rd Ave","","San Francisco Unified School District"
"Hampton Products International Corporation","businesses","6394","92610","2820","173710","190","50 Icon","",""
"","individuals","173711","95616","2820","173711","5","","",""
"Harvey Mudd College","colleges","98407","91711","2820","173712","1150","301 Platt Blvd.","","Harvey Mudd College"
"Latino College Preparatory Academy","schools","26410","95127","2820","173713","845","14271 Story Rd.","Latino College Preparatory Academy - 1st Floor","Group pf Schools"
"","individuals","173714","92024","2820","173714","3","","",""
"","individuals","173715","93942","2820","173715","1","","",""
"","individuals","173716","92507","2820","173716","1","","",""
"Juan Cabrillo Elementary School","schools","173717","90250","2820","173717","510","5309 W. 135th Street","","Wiseburn Unified School District"
"","individuals","87457","94702","2820","173718","1","","",""
"LACMTA, DIV 14","local","173719","90404","2820","173719","12","1955 Centinela Ave.","","Los Angeles County Metropolitan Transportation Authority"
"Reyes Beer Division - Los Angeles","businesses","173720","90670","2820","173720","600","11204 Norwalk Blvd.","","Harbor Distributing LLC -SFS"
"","individuals","173721","92883","2820","173721","4","","",""
"Millikan High School","schools","123773","90815","2820","173722","3750","2800 Snowden Ave","","Long Beach Unified School District"
"","individuals","173723","90067-2906","2820","173723","4","","",""
"","individuals","173724","95825","2820","173724","1","","",""
"Graduate PSY Mount St Marys","colleges","173725","90061","2820","173725","21","","","Mount St Marys"
"Options for learning","childcare","173726","91775","2820","173726","22","300 N San Marino Ave","","San Gabriel Unified School District"
"","individuals","173727","95562","2820","173727","1","","",""
"USDA Natural Resources Conservation Service, California Unit","federal","173728","95616","2820","173728","300","430 G Street","","US Department of Agriculture"
"Calcare Home Health Inc. and Calcare Hospice Inc.","healthcare","112515","91767","2820","173729","47","520 E Foothill Blvd","Ste D","Calcare Home Health Inc."
"There is Hope Foster Family Agency","nonprofits","134859","91786","2820","173730","3","299 W. Foothill Blvd","Suite 111",""
"","individuals","112992","91401","2820","173731","2","","",""
"Dos Palos High School","schools","170843","93620","2820","173732","700","1701 E. Blossom Street","","Dos Palos Oro Loma Joint Unified School District"
"Brighton Collectibles - Leegin","businesses","119260","91746","2820","173733","350","14022 Nelson Ave","",""
"","individuals","14419","90007","2820","173734","5","","",""
"Del Norte County Child Support","local","164840","95531","2820","173735","16","983 3rd St","",""
"Gensler","businesses","110373","92101","2820","173736","80","225 Broadway","Suite 100","Gensler"
"","individuals","31659","91042","2820","173737","","","",""
"Great Scott Tree Service, Inc.","businesses","121245","90680","2820","173738","25","10761 Court Ave.","",""
"EndemolShine North America","healthcare","122724","91601","2820","173739","100","5161 Lankershim Blvd. Suite 400","","Banijay"
"Way To Be","businesses","126884","94544","2820","173740","15","30987 San Clemente Street","",""
"MSH Construction Co, Inc. DBA The Moss Company","businesses","155190","92649","2820","173741","10","15301 Connector Ln","",""
"Cathedral High School","schools","5378","90012","2820","173742","640","1253 Bishops Road","","Archdiocese of Los Angeles"
"","individuals","45524","90062","2820","173743","4","","",""
"","individuals","152064","91730","2820","173744","10","","",""
"Tulare Adult School","colleges","124824","93274","2820","173745","26","575 W Maple","","Tulare Joint Unified School District"
"","individuals","25645","95521","2820","173746","12","","",""
"Gain Credit","businesses","161813","92037","2820","173747","8","4275 Executive Square, Suite 380,","Suite 380",""
"","individuals","153638","92109","2820","173748","1","","",""
"","individuals","97719","95655","2820","173749","2","","",""
"Shayla esposto family day care","childcare","140924","91506","2820","173750","5","430 N Brighton st","",""
"Grace First Presbyterian Preschool","childcare","134435","90808","2820","173751","59","3955 Studebaker Road","Preschool Office","Long Beach"
"","individuals","113927","92231","2820","173752","3","","",""
"","individuals","151357","90027","2820","173753","2","","",""
"California Department of Rehabilitation","state","56431","95501","2820","173754","10","1330 Bayshore Way, Suite 101","","California Department of Corrections and Rehabilitation"
"Catalyst Kids Beitzel 10144","childcare","173755","95829","2820","173755","29","","",""
"","individuals","46164","92008","2820","173756","1","","",""
"California Department of Education","state","105601","95814","2820","173757","300","1430 N Street","","California Department of Education"
"Canyon Ridge Hospital","healthcare","60078","91710","2820","173758","150","5353 G Street","","Universal Health Services"
"Bay 101 Roofing Inc","businesses","152190","95002","2820","173759","6","PO,BOX 925","",""
"Mary Dorman - State Farm Agent","businesses","14517","95531","2820","173760","4","490 L Street","","State Farm"
"Los Angeles County","local","6327","90012","2820","173761","200","320 W. Temple St.","Room 1383","County of Los Angeles"
"HeadStart Preschool","childcare","173762","95116","2820","173762","80","651 Macredes Ave","","McKinley"
"Satellite Healthcare Tracy","nonprofits","173763","95377","2820","173763","30","2156 W. Grant Line Rd # 150","",""
"Assisted Home Health and Hospice","healthcare","152136","93003","2820","173764","10","4450 Westinghouse St","",""
"COWI North America Inc","businesses","119781","94607","2820","173765","21","555 12th Street","Suite 1700","COWI North America"
"Heart of Gold Hospice, Inc.","healthcare","129457","91710","2820","173766","7","4110 EDISON AVE.","SUITE 200A",""
"Castle Rock Elementary","schools","135774","93286","2820","173767","502","360 N. Castle Rock Road","","Woodlake Unified School District"
"Insperity Services","businesses","161706","92821","2820","173768","160","6 Pointe Drive Ste 150","",""
"Cloverdale Elementary School","schools","62066","92557","2820","173769","794","12050 Kitching St.","","Moreno Valley Unified School District"
"California High Speed Rail Authority, (CP-4).","state","124970","93280","2820","173770","30","400 North F St.","","California High-Speed Rail Authority"
"Advance Hospice Services, Inc.","healthcare","129459","91764","2820","173771","7","3602 Inland Empire Blvd.,","Suite A-238",""
"LBCC Bookstore","colleges","163081","90808","2820","173772","15","4250 Faculty Ave","",""
"A-One Hospice Providers, Inc.","healthcare","129460","91710","2820","173773","7","4110 Edison Avenue","Suite 205",""
"Alhambra Unified School District","schools","4976","91803","2820","173774","17000","1515 West Mission Road","","Alhambra Unified School District"
"St. Joseph Elementary","schools","113139","90815","2820","173775","340","6200 E Willow","",""
"Uni Care Home Care, Inc","healthcare","165224","92243","2820","173776","18","1594 S. Imperial Ave.","",""
"Berendo Middle School","schools","122906","90006","2820","173777","1000","1157 S. Berendo St","","Los Angeles Unified School District"
"Tolowa Dee-ni' Nation","tribes","46559","95567","2820","173778","100","140 Rowdy Creek Road","","Tolowa Dee-ni' Nation"
"","individuals","166226","95249","2820","173779","","","",""
"Rising Realty Partners","businesses","138934","90802","2820","173780","20","330 Golden Shore","Suite 200","Rising Realty Partners"
"Corpus Christi School","schools","100726","94611","2820","173781","289","1 Estates Dr","","Diocese of Oakland"
"Department of Rehabilitation -Laguna Hills","state","139549","92653","2820","173782","12","24012 Calle De La Plata, ste 220","",""
